app,good_count,bad_count,total_count
com.prismflow.water,1,0,1
fit.Army.v2.app,1,0,1
com.autsorz.mobile,1,0,1
com.free.vpn.japan.proxy.planet,1,0,1
finance.loanemi.emiloan.financialcalculator,1,0,1
com.oislgahkt.pegaslitheir,1,0,1
com.imayi.monstertruckgofree,1,0,1
com.xracer.nearme.gamecenter,1,0,1
org.chromium.webapk.aae3d6c17d9687fb7_v2,1,0,1
com.musicdownloadapp.musicdownloaderappfree,1,0,1
com.tapcolor.puzzle.sort.goods.match.triple,1,0,1
com.yeknom.unicorncoloringpages,1,0,1
com.dukulive.stream,1,0,1
com.newagedevs.facebook_video_downloader,1,0,1
blackowl.id,1,0,1
com.alexa.club,1,0,1
com.softpro.pickhub,1,0,1
com.bnsonramp,1,0,1
spider.solitaire.card.games.free.no.ads.klondike.solitare.patience.king,1,0,1
com.accarunit.motionvideoeditor,1,0,1
com.cpr.videoeffect.pro,1,0,1
com.es.file.explorer.manager,1,0,1
com.judi.autoblur,1,0,1
com.richrtp.self,1,0,1
com.rupiyo.realmoney.rewardsapp,1,0,1
com.ultra45xzoomtelescope.hdcamera,1,0,1
me.craftsapp.video.wallpaper,1,0,1
org.chromium.webapk.a0dbabf8d3c29bde3_v2,1,0,1
org.chromium.webapk.a5e7c000794e70c7c_v2,1,0,1
xyz.hermez.tesla,1,0,1
com.gamovation.mahjongclub,1,0,1
com.mbizmarket.app,1,0,1
org.chromium.webapk.ac6c85ca3b2908504_v2,1,0,1
st.ows.chess,1,0,1
com.halfbrick.fruitninjafree,1,0,1
com.nikon.snapbridge.cmru,1,0,1
com.samsung.android.visionarapps,1,0,1
com.samsung.app.highlightplayer,1,0,1
com.samsung.smartviewad,1,0,1
org.chromium.webapk.a30650e68b518c339_v2,1,0,1
com.random.randomspinwheel.randomselection,1,0,1
air.printer.scanner.smart.airprint.app,1,0,1
com.artrace.sketch.paint.ardrawing,1,0,1
com.dragonlab.compass,1,0,1
com.flvplayer.mkvvideoplayer,1,0,1
